site,datetime,stat,bp,co,no,no2,nox,out_rh,out_t,pm25t,sigtheta,sonicwd,sonicws,uvpm
Parkway East,2019-08-08T00:00:00,Avg,724.7,0.4527,3.9,9.7,13.7,75.1,23.7,9,38,247,4.1,1264
Parkway East,2019-08-09T00:00:00,Avg,726.4,0.6605,5.8,10.3,16.1,63.4,22.6,8,41.1,282,3.5,1117
Parkway East,2019-08-10T00:00:00,Avg,728.4,0.8769,7.5,10.1,17.7,64.1,21.5,11,54.2,354,2.6,1603
Parkway East,2019-08-11T00:00:00,Avg,730.8,0.6892,4.1,7.5,11.6,65.3,21.6,12,50.5,149,1.6,1666
Parkway East,2019-08-12T00:00:00,Avg,728.2,0.3931,1.8,8.5,10.2,64,23.9,12,39.9,176,2.6,1344
Parkway East,2019-08-13T00:00:00,Avg,725,0.5667,6.1,10.1,16.3,89,21.6,12,54.9,137,1.5,1481
Parkway East,2019-08-14T00:00:00,Avg,726.7,0.6719,9.8,10.7,20.7,78.2,24.3,10,49.1,330,2.2,1885
Parkway East,2019-08-15T00:00:00,Avg,727.8,0.4627,3.1,8.4,11.5,86.2,22.4,13,46.5,110,1.9,1495
Parkway East,2019-08-16T00:00:00,Avg,728.7,1.0617,4.8,12.4,17.3,72.7,24.1,14,47.4,222,2.7,1917
Parkway East,2019-08-17T00:00:00,Avg,729,0.4121,1.9,6.9,8.8,76.8,24.2,14,34.1,143,3.4,1395
Parkway East,2019-08-18T00:00:00,Avg,728.8,0.6244,1.5,6.8,8.4,79.8,25.3,15,41.3,151,2.7,1790
Parkway East,2019-08-19T00:00:00,Avg,730,0.5862,6.4,11.1,17.7,67.3,26.2,6,49.8,303,3,1339
Parkway East,2019-08-20T00:00:00,Avg,730.5,0.351,1.8,8.9,10.8,73.9,26.2,10,49,172,2.5,1320
Parkway East,2019-08-21T00:00:00,Avg,728,0.4372,2.1,8.4,10.5,77.6,24.5,9,31.3,223,4.7,879
Parkway East,2019-08-22T00:00:00,Avg,728.2,0.4826,4.5,9.6,14.2,79.4,23.5,8,38.9,261,3.1,1349
Parkway East,2019-08-23T00:00:00,Avg,731,0.6537,10.3,8.6,19,66.5,20.6,5,42.4,26,3,1059
Parkway East,2019-08-24T00:00:00,Avg,733.8,0.4856,3.5,5.3,8.8,64.4,19.4,5,52.4,52,2.3,738
Parkway East,2019-08-25T00:00:00,Avg,733.6,0.2403,0.9,3.2,4.2,68.8,18.2,6,67.1,162,1.6,560
Parkway East,2019-08-26T00:00:00,Avg,731.1,0.1784,0.6,3.4,4.1,71.5,19.1,4,42.9,181,2.5,353
Parkway East,2019-08-27T00:00:00,Avg,727.6,0.2895,0.8,5.1,6,88.4,20.6,6,29.8,198,4,650
Parkway East,2019-08-28T00:00:00,Avg,726.8,0.6372,9.2,11.6,20.8,69.7,23.3,6,43.3,274,3.2,1246
Parkway East,2019-08-29T00:00:00,Avg,729.2,0.4762,8.4,10.3,18.8,61.1,20.9,7,34.1,252,4,998
Parkway East,2019-08-30T00:00:00,Avg,730.4,0.5318,3,8.9,11.9,63.4,23.3,11,33.4,246,4.5,1092
Parkway East,2019-08-31T00:00:00,Avg,734.5,0.5885,3.3,6,9.4,65.6,21.6,7,44.5,53,2.6,935
Parkway East,2019-09-01T00:00:00,Avg,732.9,0.2068,0.4,3,3.5,78.5,21.3,8,59.7,179,2.1,661
Parkway East,2019-09-02T00:00:00,Avg,730.3,0.5575,2.6,6.6,9.3,81.6,21.9,6,38.6,269,3.1,781
Parkway East,2019-09-03T00:00:00,Avg,729.4,1.7681,9.7,9.7,19.4,77.4,22.2,17,36.9,188,3.3,2478
Parkway East,2019-09-04T00:00:00,Avg,728.5,0.5595,4.4,9.4,13.6,67.2,23.7,11,36.3,287,4.8,1194
Parkway East,2019-09-05T00:00:00,Avg,730.4,0.5723,9.9,9.2,19.1,70.5,20.2,6,53.6,42,2.4,1134
Parkway East,2019-09-06T00:00:00,Avg,726.3,0.6148,8.1,10.7,18.9,71.4,20.3,9,51.9,320,2.3,1414
Parkway East,2019-09-07T00:00:00,Avg,727.7,0.7116,5.8,9.7,15.6,77.1,19,13,41.4,299,2.6,1583
Parkway East,2019-09-08T00:00:00,Avg,730.9,1.3132,5.2,9.8,15,75.2,19.1,17,43.5,24,2.3,5421
Parkway East,2019-09-09T00:00:00,Avg,733.8,0.5334,7.7,8.7,16.5,67.8,21.1,7,56.5,46,2,1154
Parkway East,2019-09-10T00:00:00,Avg,734.2,0.3813,1.8,7.8,9.4,70.2,23.3,12,42,156,2.3,1371
Parkway East,2019-09-11T00:00:00,Avg,732.5,0.9603,6.3,14.7,21,69.6,26.2,17,49.8,195,3,2263
Parkway East,2019-09-12T00:00:00,Avg,732.2,0.5719,8.5,11.1,19.7,74.7,25.4,10,48.9,355,2.6,1437
Parkway East,2019-09-13T00:00:00,Avg,733.3,0.1895,0.7,3.6,4.4,76.3,23.4,5,51.2,185,3.1,570
Parkway East,2019-09-14T00:00:00,Avg,733,0.6709,3.9,8.9,12.5,69.8,22.7,5,43.5,256,3.1,808
Parkway East,2019-09-15T00:00:00,Avg,732.9,1.398,6.1,9.9,16,70.4,20.8,15,50.3,89,1.7,2441
Parkway East,2019-09-16T00:00:00,Avg,730.1,0.6263,4,13,17,69.6,23.9,13,47.3,53,2.6,1657
Parkway East,2019-09-17T00:00:00,Avg,731.5,0.5352,7.6,8.9,16.5,67.5,22.4,6,52.2,52,2.5,1236
Parkway East,2019-09-18T00:00:00,Avg,733.4,0.3984,6.6,7.6,14.2,58.2,19.5,6,68.1,64,1.9,822
Parkway East,2019-09-19T00:00:00,Avg,734,0.2218,1.1,5,6.2,61.8,18.5,7,55.4,144,1.9,652
Parkway East,2019-09-20T00:00:00,Avg,733.7,0.3978,2.5,8.3,10.5,65.2,20.7,13,40.5,132,2.2,1195
Parkway East,2019-09-21T00:00:00,Avg,733.4,0.8323,2,10.3,12.4,71.5,23.9,20,47.1,139,2.3,2137
Parkway East,2019-09-22T00:00:00,Avg,731,1.209,1.5,10.4,12,68.1,24.8,22,32.7,187,3.7,2235
Parkway East,2019-09-23T00:00:00,Avg,727,0.5591,1.8,10.5,12.4,76.3,21.4,14,25.2,227,5.2,1407
Parkway East,2019-09-24T00:00:00,Avg,727.5,0.799,11.9,14.6,26.6,66.1,18.4,7,42.8,307,2.7,1345
Parkway East,2019-09-25T00:00:00,Avg,726.1,1.0771,7.2,13.3,20.6,63.6,19,14,28.3,179,3.5,1880
Parkway East,2019-09-26T00:00:00,Avg,725.6,0.6402,6.3,13,19.2,63.9,19.8,10,42.6,223,3.1,1396
Parkway East,2019-09-27T00:00:00,Avg,729.1,0.334,1.7,7.7,9.5,60.6,19.2,8,35.8,150,2.6,823
Parkway East,2019-09-28T00:00:00,Avg,730.2,0.8821,2.8,11.2,14.1,72.6,23.5,15,37.3,225,4.3,1254
Parkway East,2019-09-29T00:00:00,Avg,734.3,0.7182,5.3,6.8,12.2,81.3,21.2,6,52.3,52,2.4,844
Parkway East,2019-09-30T00:00:00,Avg,732.2,0.4085,3.4,8.2,11.4,84.3,22.5,11,40.9,95,2.1,1188
Parkway East,2019-10-01T00:00:00,Avg,729.5,0.8548,4.3,13,17,69.8,25.9,17,42,203,3.3,1996
Parkway East,2019-10-02T00:00:00,Avg,727,1.0416,5.2,14.4,19.8,70.6,25.4,16,44.3,242,3.1,2216
Parkway East,2019-10-03T00:00:00,Avg,727.6,0.6195,3.8,9.3,13.2,74.6,25.3,12,44.5,248,4.4,1490
Parkway East,2019-10-04T00:00:00,Avg,733.5,0.4942,7.7,6.1,13.9,69.8,15.5,3,40.4,7,4.2,634
Parkway East,2019-10-05T00:00:00,Avg,733.5,0.2237,1.6,3.4,5,67.7,13.3,4,67.7,182,2.1,480
Parkway East,2019-10-06T00:00:00,Avg,731.1,0.3108,0.6,5.6,6.1,81.1,17.8,9,31.4,191,4,625
Parkway East,2019-10-07T00:00:00,Avg,732.4,0.6381,12.6,13.1,25.9,95,13.4,5,55.2,7,1.9,1070
Parkway East,2019-10-08T00:00:00,Avg,734.1,0.4457,8.6,8.6,17.3,74.4,15.1,6,63.6,63,1.7,892
Parkway East,2019-10-09T00:00:00,Avg,733.4,0.3935,7.5,8,15.1,68.1,14.9,6,65,58,1.6,805
Parkway East,2019-10-10T00:00:00,Avg,733.2,0.3339,3.4,7.1,10.6,66.8,16,5,55.3,68,1.4,751
Parkway East,2019-10-11T00:00:00,Avg,730.6,0.2382,1.8,5.4,7.4,66,17.8,5,51.6,123,1.4,671
Parkway East,2019-10-12T00:00:00,Avg,728.9,0.4149,2.7,6.1,8.9,71.3,12.6,6,35.5,224,3.6,868
Parkway East,2019-10-13T00:00:00,Avg,728.5,0.595,3.7,10.5,14.3,69.1,10.5,9,33.9,193,3.2,1299
Parkway East,2019-10-14T00:00:00,Avg,728.8,0.6999,7,13.6,20.7,60.8,12.4,8,34.6,255,4.1,1370
Parkway East,2019-10-15T00:00:00,Avg,729.1,0.2247,1.8,7.3,9,65.9,12.8,5,42.3,150,2,736
Parkway East,2019-10-16T00:00:00,Avg,721,0.4437,5.1,9.5,14.5,80.8,11.1,6,36.4,237,5,726
Parkway East,2019-10-17T00:00:00,Avg,723.4,0.365,6.6,7.1,13.7,80,7.9,4,37.1,307,5.7,520
Parkway East,2019-10-18T00:00:00,Avg,728.9,0.5963,14.8,12.8,27.8,75,8.8,7,41.7,338,2.2,1277
Parkway East,2019-10-19T00:00:00,Avg,727.8,0.3631,3.9,8,12.1,73.7,10.5,8,49.6,109,1.4,1610
Parkway East,2019-10-20T00:00:00,Avg,726.3,0.5433,2.9,9.2,12.2,71.8,14.9,8,44.7,76,1.3,1327
Parkway East,2019-10-21T00:00:00,Avg,727.2,0.2654,4.6,6,10.7,71.9,15.9,7,55.5,151,1.6,1006
Parkway East,2019-10-22T00:00:00,Avg,724,0.3205,2.4,8.1,10.7,85.2,14.4,5,42.2,199,3.1,658
Parkway East,2019-10-23T00:00:00,Avg,729.7,0.5309,2.9,9.9,13,60.4,11,7,28,228,5.1,720
Parkway East,2019-10-24T00:00:00,Avg,733.8,0.7622,5.8,17.8,23.7,55.2,12.9,11,34.3,205,3.5,1704
Parkway East,2019-10-25T00:00:00,Avg,733.9,0.9532,19,20.6,39.7,78.9,11.1,17,49.9,232,1.5,2940
Parkway East,2019-10-26T00:00:00,Avg,730.2,0.4612,4.2,9,13.3,89,11.6,12,74.1,157,1.1,1830
Parkway East,2019-10-27T00:00:00,Avg,725.2,0.4391,2.5,7.3,9.8,80.3,15.2,6,41.4,237,5.1,445
Parkway East,2019-10-28T00:00:00,Avg,730.9,0.9679,7.2,12.5,19.8,72.6,13.7,10,47.3,140,1.5,1333
Parkway East,2019-10-29T00:00:00,Avg,731.8,0.549,6.1,11.1,17.3,73,15.8,10,33.1,201,3.1,1234
Parkway East,2019-10-30T00:00:00,Avg,730.6,0.4439,10.3,10.5,20.9,87.1,14.5,11,53.1,80,1.6,1418
Parkway East,2019-10-31T00:00:00,Avg,721.4,0.3407,1.4,7.3,8.8,90.3,15,4,33.7,205,7,496
Parkway East,2019-11-01T00:00:00,Avg,732.9,0.4515,6.9,9.4,16.3,69.6,3.5,6,36.8,265,5.5,800
Parkway East,2019-11-02T00:00:00,Avg,731.3,0.5257,6.9,10.4,17.5,70.1,4.7,12,28.3,213,4.3,1356
Parkway East,2019-11-03T00:00:00,Avg,732.3,0.5146,3.5,8.3,11.9,60.4,5.6,6,36.2,252,4.5,762
Parkway East,2019-11-04T00:00:00,Avg,731.6,0.4158,2,11.8,13.9,56.2,8.1,8,18.9,177,3.6,1195
Parkway East,2019-11-05T00:00:00,Avg,732.8,0.4593,7.2,14.7,21.3,73.3,8.2,9,26.3,243,3.8,1175
Parkway East,2019-11-06T00:00:00,Avg,736.4,0.4677,8,12.9,21,67.1,6.1,10,36.7,218,2.6,1211
Parkway East,2019-11-07T00:00:00,Avg,732,0.4824,9.6,13.7,23.4,85.6,5.3,9,32.8,299,3.6,1090
Parkway East,2019-11-08T00:00:00,Avg,735,0.5843,10.7,12.6,23.3,65.6,-0.1,6,35.4,303,4,949
Parkway East,2019-11-09T00:00:00,Avg,731.7,0.3875,3.2,12.5,15.7,63.8,1,10,25.2,179,3.6,1496
Parkway East,2019-11-10T00:00:00,Avg,728.1,0.4429,2.5,11.7,14.3,55.2,8.7,10,24.3,216,5.2,1345
Parkway East,2019-11-11T00:00:00,Avg,726.3,0.5259,10.7,14.2,25,65.7,11,15,37.7,245,3.7,2031
Parkway East,2019-11-12T00:00:00,Avg,730.6,0.2953,6.4,7.8,14.3,87.4,-2.2,5,27.6,317,6.3,464
Parkway East,2019-11-13T00:00:00,Avg,735.7,0.2573,4.7,14.4,19.2,72.8,-5.1,8,34.9,206,2.5,876
Parkway East,2019-11-14T00:00:00,Avg,733.3,0.589,6.8,18.7,25.6,62.2,1.3,12,29.1,207,4,1392
Parkway East,2019-11-15T00:00:00,Avg,734.6,0.7276,13,18.3,31.4,67.9,2.3,20,32.1,267,3.2,1784
Parkway East,2019-11-16T00:00:00,Avg,735.5,0.4989,4.5,8.4,13,58.1,2.6,8,52.8,64,2.3,732
Parkway East,2019-11-17T00:00:00,Avg,730.1,0.2291,1.1,6.2,7.3,62.8,2.8,3,49.4,134,1.4,465
Parkway East,2019-11-18T00:00:00,Avg,722.3,0.6563,11.7,19,29.8,75,5.2,9,43.8,81,1.6,1471
Parkway East,2019-11-19T00:00:00,Avg,723.9,0.7193,17.9,21.7,39.7,82.1,4.4,32,31.8,253,2.1,2499
Parkway East,2019-11-20T00:00:00,Avg,731.1,0.6948,16.8,17.4,34.3,78.9,5.4,27,30.8,325,3.5,1804
Parkway East,2019-11-21T00:00:00,Avg,730.4,0.5154,7.7,15.3,23,72.3,6.3,16,23.7,173,4.9,1595
Parkway East,2019-11-22T00:00:00,Avg,727.6,0.4852,7.4,9,16.5,73.3,6.6,5,34,298,5.9,705
Parkway East,2019-11-23T00:00:00,Avg,723.7,0.5322,5.1,10.7,15.9,80.7,2.7,7,53.2,94,1.5,1071
Parkway East,2019-11-24T00:00:00,Avg,720,0.3798,3,8.3,11.4,86.9,3.2,10,28.5,266,5.4,669
Parkway East,2019-11-25T00:00:00,Avg,723.5,0.4103,1.1,11,12.4,73.7,6.7,10,15.6,203,6.3,989
Parkway East,2019-11-26T00:00:00,Avg,726.6,0.4565,3.1,15.4,18.4,64.2,9.4,11,20.6,167,3.1,1076
Parkway East,2019-11-27T00:00:00,Avg,722.1,0.3123,2,7.2,9.4,67,10.4,6,27.4,222,8.2,631
Parkway East,2019-11-28T00:00:00,Avg,733.7,0.3802,3.5,4.3,8,72,3.7,4,27,311,7.3,290
Parkway East,2019-11-29T00:00:00,Avg,734.8,0.6305,8.8,8.7,17.6,75.9,2.5,5,38.5,346,2.7,797
Parkway East,2019-11-30T00:00:00,Avg,727.6,0.4466,4.9,9.4,14.1,68.8,4.3,11,57.6,91,1.5,1127
Parkway East,2019-12-01T00:00:00,Avg,716.6,0.266,2.2,5.8,8,90.5,5.8,5,42.9,138,2.5,462
Parkway East,2019-12-02T00:00:00,Avg,720.6,0.4526,11.7,10.2,22,87.2,2.3,6,26.2,308,5.1,679
Parkway East,2019-12-03T00:00:00,Avg,722.9,0.3507,7.7,10.4,18.2,85.5,1,5,24.7,278,5.6,560
Parkway East,2019-12-04T00:00:00,Avg,718.3,0.2884,4.7,9.8,14.5,85.7,1.4,9,24.7,251,6.6,673
Parkway East,2019-12-05T00:00:00,Avg,727.2,0.4839,8.8,14.4,23.3,69.3,2.5,7,26.3,279,5.6,927
Parkway East,2019-12-06T00:00:00,Avg,730,0.5979,6.9,16.1,23.1,70.2,3.7,12,26.8,257,4.8,1265
Parkway East,2019-12-07T00:00:00,Avg,736.7,0.5671,6.9,14.8,21.8,67.9,0.2,6,38.5,330,1.9,894
Parkway East,2019-12-08T00:00:00,Avg,732.8,0.2551,2,10.6,12.7,67.5,4.3,10,19.1,158,3.7,1125
Parkway East,2019-12-09T00:00:00,Avg,723,0.2972,0.8,9.3,10.1,87.6,10.6,7,21.2,188,5.9,710
Parkway East,2019-12-10T00:00:00,Avg,726.5,0.3457,6.4,8.1,14.6,77.1,5.8,8,30,277,6.7,649
Parkway East,2019-12-11T00:00:00,Avg,737,0.3228,5.9,9.3,15.4,64.4,-3,9,30.4,276,6.9,507
Parkway East,2019-12-12T00:00:00,Avg,740.1,0.3018,5.2,15.7,21,69.5,-2.2,12,32.7,126,1.8,926
Parkway East,2019-12-13T00:00:00,Avg,729.8,0.2878,4.8,13.4,17.8,79.9,2.8,8,38.5,120,1.3,1123
Parkway East,2019-12-14T00:00:00,Avg,717.2,0.4231,6,10.8,16.9,94.8,4.1,6,37.4,306,4.4,739
Parkway East,2019-12-15T00:00:00,Avg,723.3,0.444,4.7,11,15.8,75.8,1.4,17,31.5,286,5.3,774
Parkway East,2019-12-16T00:00:00,Avg,728.7,0.4983,13.6,13.7,27.5,85.4,0.9,3,49.8,76,2.2,1237
Parkway East,2019-12-17T00:00:00,Avg,724.4,0.4013,10,10.8,20.9,88.8,0.6,6,30.9,344,5.3,702
Parkway East,2019-12-18T00:00:00,Avg,729.3,0.2937,5.9,10,16,73.8,-4.2,11,29.1,282,7.5,558
Parkway East,2019-12-19T00:00:00,Avg,736.9,0.2745,6.2,14.1,20.4,64.7,-5.5,8,23.5,243,4.7,706
Parkway East,2019-12-20T00:00:00,Avg,740.1,0.5669,18.4,20.5,38.9,69.8,-1.6,20,53.9,134,1.2,1771
Parkway East,2019-12-21T00:00:00,Avg,737.9,1.2205,16.5,24.7,41.3,72.3,1.5,26,30.9,144,1.9,3148
Parkway East,2019-12-22T00:00:00,Avg,735.4,1.2975,15.1,23.1,38.3,69.8,3.9,24,27.7,178,2.7,3049
Parkway East,2019-12-23T00:00:00,Avg,731.1,1.4539,28,29.6,57.6,73.3,4.4,25,32.4,168,1.7,3548
Parkway East,2019-12-24T00:00:00,Avg,730.8,1.3418,42.5,22.2,64.8,91.4,1.4,28,44.6,18,1.6,4030
Parkway East,2019-12-25T00:00:00,Avg,729.9,1.5722,18.8,20.4,39.3,83,4.2,26,34.6,162,1.7,3278
Parkway East,2019-12-26T00:00:00,Avg,731.5,0.7208,8.5,19.2,27.8,74.2,10.5,14,16.4,168,3.2,2038
Parkway East,2019-12-27T00:00:00,Avg,732.2,0.5398,3.7,12.9,16.8,85.9,12.5,12,21.5,226,4.4,1382
Parkway East,2019-12-28T00:00:00,Avg,733.7,0.5285,6,13.9,20,88.4,6.7,22,41.6,227,2.2,1600
Parkway East,2019-12-29T00:00:00,Avg,726.2,0.3232,3.9,10.7,14.7,91.8,10.8,11,34.5,141,1.9,1401
Parkway East,2019-12-30T00:00:00,Avg,718.9,0.2893,3.5,5.6,9.3,75.3,11.3,3,27.2,243,6.6,400
Parkway East,2019-12-31T00:00:00,Avg,721,0.2261,2.7,5.3,7.8,80,2.3,2,25.5,248,8.2,270
Parkway East,2020-01-01T00:00:00,Avg,724.3,0.2865,1.9,7.1,9.1,71.8,1.4,5,25.2,260,6.2,434
Parkway East,2020-01-02T00:00:00,Avg,724.2,0.3555,1.5,13.1,14.6,66.7,5.8,10,15,203,7,1134
Parkway East,2020-01-03T00:00:00,Avg,722.4,0.4124,8.3,17.5,25.2,96.8,10.4,6,26.4,204,2.2,1282
Parkway East,2020-01-04T00:00:00,Avg,722,0.4858,5.3,9.1,14.5,92.2,6.2,6,31.7,315,4.5,636
Parkway East,2020-01-05T00:00:00,Avg,728.6,0.2594,1.9,5.6,7.6,77.5,0.1,5,24.5,271,6.8,319
Parkway East,2020-01-06T00:00:00,Avg,728.9,0.3069,4.6,9.2,13.9,60.6,4.2,6,26.6,255,6.3,537
Parkway East,2020-01-07T00:00:00,Avg,727.5,0.5399,7.1,15.1,22.3,75,1.1,9,29.7,187,3.3,1323
Parkway East,2020-01-08T00:00:00,Avg,732.1,0.3699,5.7,8.7,14.5,61.5,-0.3,7,27.7,301,7,523
Parkway East,2020-01-09T00:00:00,Avg,739.3,0.2106,3.1,11.6,14.7,60.9,-0.1,6,38.3,128,1.6,750
Parkway East,2020-01-10T00:00:00,Avg,735,0.6135,1.8,16,17.6,69.8,10.4,11,21.8,177,3.8,1165
Parkway East,2020-01-11T00:00:00,Avg,726.5,0.3293,0.7,4.9,5.6,70.9,17.2,6,25.4,184,6.9,355
Parkway East,2020-01-12T00:00:00,Avg,731.9,0.3405,3,5.1,8.1,76.8,8.1,2,31.2,270,6.7,320
Parkway East,2020-01-13T00:00:00,Avg,735.3,0.6714,10.3,14.2,24.6,80.1,5.6,9,35.4,207,2.8,1192
Parkway East,2020-01-14T00:00:00,Avg,731.5,0.4486,6.8,13.4,20.3,83.2,6.9,10,31.2,207,3.6,1146
Parkway East,2020-01-15T00:00:00,Avg,730.4,0.4329,5.4,13.1,18.6,77.5,8.6,15,34.4,216,3.4,1113
Parkway East,2020-01-16T00:00:00,Avg,734.4,0.3294,4.8,7,11.9,69.3,3.3,7,27.8,310,8.7,544
Parkway East,2020-01-17T00:00:00,Avg,743.6,0.3317,6.2,7.8,14.1,62.1,-2.1,3,49.3,40,3.5,556
Parkway East,2020-01-18T00:00:00,Avg,728.5,0.2332,0.9,6,7,84,1.9,6,36,169,5.2,546
Parkway East,2020-01-19T00:00:00,Avg,728.3,0.3052,3.1,6,9.2,74.6,-3.9,9,29.2,288,7.8,410
Parkway East,2020-01-20T00:00:00,Avg,737.6,0.4811,8.3,12.1,20.5,70.5,-5.4,10,33.6,321,4.2,741
Parkway East,2020-01-21T00:00:00,Avg,740.1,0.5727,11.5,19.2,30.8,69.9,-5.5,9,36.3,307,2.9,1020
Parkway East,2020-01-22T00:00:00,Avg,737.1,0.9175,18,24.6,42.7,67.9,-3.5,26,33.4,133,2,3030
Parkway East,2020-01-23T00:00:00,Avg,733.6,0.7196,30.9,25.8,56.8,57.5,1.9,18,35.9,134,1.6,2913
Parkway East,2020-01-24T00:00:00,Avg,729.3,0.2843,2.8,11.8,14.7,74.1,5.6,7,34,122,1.7,1309
Parkway East,2020-01-25T00:00:00,Avg,724.9,0.344,2.3,7.4,9.8,89.8,4.8,3,29.6,229,5.1,420
Parkway East,2020-01-26T00:00:00,Avg,724.9,0.2959,2,6,8.2,87.2,1.2,3,26,252,6.6,321
Parkway East,2020-01-27T00:00:00,Avg,723.9,0.4453,9.6,12.7,22.4,87.5,1.6,9,27.2,294,5.1,691
Parkway East,2020-01-28T00:00:00,Avg,727.6,0.4318,9,11.8,20.9,87,1.2,8,26.2,301,5,700
Parkway East,2020-01-29T00:00:00,Avg,730.9,0.6072,12,14.1,26.2,74.2,0.5,6,31.6,3,3.4,846
Parkway East,2020-01-30T00:00:00,Avg,732.2,0.5251,8.8,19.3,28.2,76.4,-0.7,13,40.3,164,2.1,1532
Parkway East,2020-01-31T00:00:00,Avg,731.7,0.5358,10.8,18.4,29,81.7,2.2,17,51.4,67,1.4,1767
Parkway East,2020-02-01T00:00:00,Avg,725.7,0.5547,5.8,11.9,17.8,88.8,1.6,17,32.3,318,3.9,1389
Parkway East,2020-02-02T00:00:00,Avg,718.3,0.2887,1.9,6.6,8.6,72.7,6.3,7,27,262,7.5,437
Parkway East,2020-02-03T00:00:00,Avg,723.8,0.5142,6,13.1,19.2,59.1,11.5,8,22.1,226,5,1280
Parkway East,2020-02-04T00:00:00,Avg,724,0.2897,3.1,8.6,11.7,82.1,10.7,6,27,258,6.3,850
Parkway East,2020-02-05T00:00:00,Avg,726.7,0.4508,8.5,9.1,17.8,78.9,2.1,4,44,57,3.2,721
Parkway East,2020-02-06T00:00:00,Avg,714.6,0.518,13.5,15,28.6,96.2,4.6,6,40.2,5,2.7,1016
Parkway East,2020-02-07T00:00:00,Avg,715.6,0.2894,5.3,8.9,14.3,92.2,-0.9,5,27,308,6.3,411
Parkway East,2020-02-08T00:00:00,Avg,731.2,0.2122,1.2,8.2,9.5,85.1,-1.4,10,25.6,216,4.4,584
Parkway East,2020-02-09T00:00:00,Avg,735.4,0.2391,1.1,8.4,9.6,82.5,1.4,9,24.9,193,4.1,613
Parkway East,2020-02-10T00:00:00,Avg,728.8,0.3023,2.9,8.7,11.8,93.8,6.6,3,29.1,200,5.3,609
Parkway East,2020-02-11T00:00:00,Avg,728.2,0.4953,8.9,12.7,21.7,90.2,3.2,10,29,298,4.2,876
Parkway East,2020-02-12T00:00:00,Avg,729.4,0.3086,4.3,11.4,15.9,76.9,1.5,12,36.6,203,2.8,720
Parkway East,2020-02-13T00:00:00,Avg,723.1,0.4642,8.7,11.4,20.1,89.5,1.9,7,32.1,308,4.9,777
Parkway East,2020-02-14T00:00:00,Avg,737.1,0.4867,7.7,9.4,17.2,63,-5.5,5,36.2,335,5.2,630
Parkway East,2020-02-15T00:00:00,Avg,736.4,0.2759,2.1,12.7,14.9,59.6,-3.5,9,20.4,174,5,1153
Parkway East,2020-02-16T00:00:00,Avg,730.4,0.4693,3.9,13.1,17.1,61.9,3.2,8,28.8,239,4,933
Parkway East,2020-02-17T00:00:00,Avg,731.9,0.5344,19.6,14.6,34.2,68.9,3.8,12,50.3,150,1.4,1443
Parkway East,2020-02-18T00:00:00,Avg,728.4,0.3181,2.4,7.9,10.4,70.1,8.7,7,26.3,220,5.4,785
Parkway East,2020-02-19T00:00:00,Avg,736.5,0.4886,7,10,17.1,58.2,1.7,9,28,326,5.2,706
Parkway East,2020-02-20T00:00:00,Avg,738.9,0.5871,11,14.5,25.5,58.3,-2.9,7,41.5,347,3.1,892
Parkway East,2020-02-21T00:00:00,Avg,739.6,0.4458,9.7,14.6,24.3,55.4,-3.4,8,31.8,281,4,915
Parkway East,2020-02-22T00:00:00,Avg,735.4,0.2619,1.3,9.5,10.7,40.5,1.9,9,19.5,223,6.3,922
Parkway East,2020-02-23T00:00:00,Avg,731.1,0.5196,2.4,13.5,16,37.2,5.4,11,18.2,210,5.4,1469
Parkway East,2020-02-24T00:00:00,Avg,726.6,0.5975,3.4,16.1,19.6,47.9,8,14,26.6,187,3.2,1669
Parkway East,2020-02-25T00:00:00,Avg,722.6,0.4861,8.3,13.8,22.1,79,8.4,10,47.2,81,1.8,1479
Parkway East,2020-02-26T00:00:00,Avg,721.9,0.3285,3.9,10.5,14.5,91.3,7.8,8,30.2,236,4.2,828
Parkway East,2020-02-27T00:00:00,Avg,724.2,0.2776,4.3,6.6,11,73.1,-2.8,4,30.6,284,9.2,357
Parkway East,2020-02-28T00:00:00,Avg,725.4,0.3355,5.4,8.2,13.6,61.9,-2.6,9,29.8,290,7.2,457
Parkway East,2020-02-29T00:00:00,Avg,728.6,0.3721,3.4,7.1,10.6,58.4,-3.1,6,29.5,294,7,409
Parkway East,2020-03-01T00:00:00,Avg,730.8,0.3822,1.3,10.6,12,49.9,1.9,7,23.3,215,4.7,836
Parkway East,2020-03-02T00:00:00,Avg,724,0.4259,0.5,9.7,10.2,64.4,9.6,14,17.9,199,7.7,1562
Parkway East,2020-03-03T00:00:00,Avg,719.1,0.2828,1.7,7.5,9.3,86,9.9,7,22.9,227,6.3,718
Parkway East,2020-03-04T00:00:00,Avg,725.2,0.3308,3.8,8.1,12,65.1,6.7,4,27.8,277,6.3,473
Parkway East,2020-03-05T00:00:00,Avg,729.1,0.4567,7.4,14.6,22.5,62.5,5.2,9,46.7,179,2.2,965
Parkway East,2020-03-06T00:00:00,Avg,726.6,0.4677,8.5,14.2,22.8,75.9,3.7,9,31,323,5.2,1141
Parkway East,2020-03-07T00:00:00,Avg,737.7,0.4837,3.4,8,11.5,62.5,2.8,6,29.2,303,5.3,689
Parkway East,2020-03-08T00:00:00,Avg,737.9,0.6295,1.2,12.1,13.4,44,8.1,11,18.3,205,5,1531
